Categoria,Posicao,Cod_dekoreba,English,Portuguese,Spanish,French,German,Italian
substantivos,1,160,wormwood,amargura,amargor,amertume,Bitterkeit,dolore
substantivos,2,160,acerbity,acrimônia,amargura,fiel,Heftigkeit,punizione
substantivos,3,160,acrimony,acuidade,mortificación,âcreté,Schärfe,risentimento
substantivos,1,162,ambition,ambição,ambición,ambition,Ambition,ambizione
substantivos,2,162,hustle,aspiração,aspiración,ambitieux,Ehrgeiz,brama
substantivos,3,162,ambitiousness,pretensão,pretensión,aspiration,Streben,aspirazione
substantivos,1,163,atmosphere,ambiente,ambiente,ambiance,Atmosphäre,ambiente
substantivos,2,163,environment,atmosfera,atmósfera,environnement,Umgebung,mezzo
substantivos,3,163,ambiance,meio,entorno,milieu,Umwelt,ambiente naturale
substantivos,1,164,ambulance,ambulância,ambulancia,ambulance,Krankenwagen,ambulanza
substantivos,2,164,funny wagon,Ambulancia,hospital de campaña,Hôpital de campagne,Ambulanz,autoambulanza
substantivos,3,164,field hospital,hospital militar móvel,-,hôpital de campagne,Rettungswagen,autolettiga
substantivos,1,165,peanut,amendoim,cacahuate,arachide,Erdnuss,arachide
substantivos,2,165,groundnut,aráquida,cacahuete,cacahuète,Erdnuß,arachidi
substantivos,3,165,groundnuts,ginguba,maní,cacahouète,Arachis,noccioline americane
substantivos,1,167,friends,amigos,amigas,amis,Freunde,amici
substantivos,2,167,fellas,amigas,amigos,-,Freundinnen,amice
substantivos,1,168,analysis,análise,análisis,analyse,Analysis,analisi
substantivos,2,168,assay,decomposição,ensayo,dosage,Analyse,ID + CO
substantivos,3,168,analytical test,ensaio,prueba,test,Untersuchung,misura
substantivos,1,169,anatomy,anatomia,anatomía,anatomie,Anatomie,anatomia
substantivos,2,169,bod,carne,carne,Corps humain,Zergliederungskunst,carne
substantivos,3,169,build,corpo,cuerpo,cadre,Körper des Menschen,figura
substantivos,1,171,anniversary,aniversário,cumpleaños,anniversaire,Geburtstag,compleanno
substantivos,2,171,birth date,aniversário natalício,aniversario,fête,Jahrestag,anniversario
substantivos,3,171,birthday,Aniversario,natalicio,anniversaire de mariage,Jubiläum,annuale
substantivos,1,172,year,ano,año,an,Jahr,anno
substantivos,2,172,class,dia,ascenso,année,Klasse,annata
substantivos,3,172,age,sol,promoción,classe,Jahrgang,senilità
substantivos,1,173,antiquity,antiguidade,antigüedad,ancienneté,Dienstalter,anzianità
substantivos,2,173,seniority,ancianidade,Antigüedad,antiquité,Altertum,antichità
substantivos,1,174,advertisement,anúncio,anuncio,annonce,Werbung,annuncio
substantivos,2,174,announcement,propaganda,publicidad,pub,Annonce,pubblicità
substantivos,3,174,commercial,publicidade,reclamo,publicité,Anzeige,inserzione
substantivos,1,175,appetite,apetite,apetito,appétit,Appetit,appetito
substantivos,2,175,hunger,desejo,hambre,faim,Eßlust,fame
substantivos,3,175,inappetance,desfastio,inapetencia,rassasiement,Hunger,inappetenza
substantivos,1,176,application,aplicativo,aplicación,application,Anwendung,applicazione
substantivos,2,176,application program,aplicação,aplicativo,programme,-,programma applicativo
substantivos,3,176,applet,programa aplicativo,-,applicatif,-,applicativo
substantivos,1,177,acme,apogeu,apogeo,apogée,Apogäum,apogeo
substantivos,1,178,syllabus,apostila,apostilla,dossier,Apostille,libro di testo
substantivos,1,179,apprentice,aprendiz,aprendiz,apprenti,Lehrling,apprendista
substantivos,2,179,intern,marçano,-,garçon,Auszubildender,novizio
substantivos,3,179,learner,-,-,débutant,Stift,praticante
substantivos,1,180,architecture,arquitectura,arquitectura,architecture,Architektur,architettura
substantivos,1,181,file,arquivo,archivo,fichier,Datei,archivio
substantivos,2,181,file cabinet,arquivo morto,fichero,archives,Archiv,file compresso
substantivos,3,181,archive,ficheiro,archivos,archive,Museum,file
substantivos,1,182,weapon,arma,arma,arme,Waffe,arma
substantivos,2,182,arm,canhão,cañón,canon,Büchse,armi
substantivos,3,182,arms,pistola,escopeta,fusil,Geschütz,arme
substantivos,1,183,warehouse,armazém,almacén,entrepôt,Lager,magazzino
substantivos,2,183,boutique,loja,tienda,boutique,Einzelhandelsgeschäft,bottega
substantivos,3,183,shop,venda,almacenes,magasin,Kramladen,negozio
substantivos,1,185,commercial at,arroba,arroba,arrobase,Klammeraffe,chiocciola
substantivos,2,185,at,-,-,arobace,At-Zeichen,"chiocciola,"
substantivos,3,185,at symbol,-,-,colimaçon,@-Zeichen,chiocciolina
substantivos,1,186,rice,arroz,arroz,riz,Reis,riso
substantivos,2,186,paddy,-,arroz cocido,riz paddy,Reiskorn,risone
substantivos,1,187,washer,arruela,arandela,rondelle,Scheibe,rondella
substantivos,2,187,bezant,besante,besante,-,Unterlegscheibe,boccola
substantivos,3,187,-,-,zapata,-,-,lavatore
substantivos,1,188,artifact,artefato,artefacto,manufacture,Kunsterzeugnis,artefatto
substantivos,1,189,handicraft,artesanato,artesanía,artisanat,Handarbeit,artigianato
substantivos,2,189,craft,artesão,tejeduría artesanal,main-d’œuvre,Handwerk,mestieri
substantivos,3,189,crafts,ofício,artesanado,produit,Kunsthandwerk,tessitura artigianale
substantivos,1,190,arts,artes,artes,arts,Kunst,arte
substantivos,1,192,parliament,assembleia,Parlamento,assemblée,Parlament,parlamento
substantivos,2,192,assembly,assembléia,asamblea,parlement,Versammlung,assemblea
substantivos,3,192,convocation,convocação,junta,rassemblement,Gemeinde,assise
substantivos,1,193,settlement,assentamento,asentamiento,colonie,Ansiedlung,insediamento
substantivos,1,194,assist,assistência,asistencia,assistance,Dienst,promuovere
substantivos,2,194,care,serviço,ayuda,aider,Dienstleistung,aiutare
substantivos,3,194,caring,ajuda,socorro,aide,Hilfe,assistenza
substantivos,1,195,membership,associação,unión,adhésion,Mitgliedschaft,associazione
substantivos,2,195,association,sociedade,asociación,association,Verein,aggregazione
substantivos,3,195,club,companhia,liga,collaboration,Assoziation,riunione
substantivos,1,196,talk,assunto,asunto,chose,Affäre,affare
substantivos,2,196,affair,artigo,cosa,objet,Angelegenheit,cosa
substantivos,3,196,article,caso,negocio,affaire,Ding,faccenda
substantivos,1,197,star,astro,estrella,vedette,Promi,stella
substantivos,2,197,celestial body,estrela,astro,étoile,Prominente,astro
substantivos,3,197,heavenly body,estrelho,cuerpo celeste,star,Prominenter,corpo celeste
substantivos,1,200,athlete,atleta,atleta,athlète,Athlet,atleta
substantivos,2,200,sportsman,Desportistas,deportista,sportif,Sportler,sportivo
substantivos,3,200,sportswoman,homem forçudo,forzudo,sportive,Athletin,olimpionico
substantivos,1,201,actor,actor,actor,acteur,Schauspieler,attrice
substantivos,2,201,player,actriz,actriz,actrice,Schauspielerin,attore
substantivos,3,201,histrion,ator,actor dramático,comédien,Darsteller,interprete
substantivos,1,202,portrayal,atuação,acción,performance,Aktion,azione
substantivos,2,202,performance,interpretação,actuación,action,-,recitazione
substantivos,3,202,operation,representação,dramatización,intérimaire,-,esibizione
substantivos,1,203,address,aula,conferencia pública,conférence,Vortrag,lezione
substantivos,2,203,discourse,conferência letiva,lección,leçon,Lehraufgabe,ora di lezione
substantivos,3,203,lecture,preleção,conferencia,exposé,Lektion,corso
substantivos,1,204,car,auto,máquina colloquial,voiture,Auto,auto
substantivos,2,204,motor vehicle,automóvel,automóvil,véhicule automobile,Automobil,automobile
substantivos,3,204,automobile,carro,coche,automobile,Wagen,macchina
substantivos,1,205,autonomy,autonomia,autonomía,autonomie,Autonomie,autonomia
substantivos,2,205,freedom,liberalismo,autonomia,liberté,Eigenständigkeit,libertà
substantivos,3,205,self-government,independência,autodirección,Autosuffisance,Selbstständigkeit,autosufficienza
substantivos,1,206,author,autor,autora,auteur,Autorin,autore
substantivos,2,206,writer,artífice,autor,créateur,Autor,autrice
substantivos,3,206,former,escritor,escritor,générateur,Schriftsteller,quattrocentista
substantivos,1,207,au pair,babá,nana,nounou,Erzieherin,baby-sitter
substantivos,2,207,sitter,saliva,niñera,nourrice,Kindergärtnerin,babysitter
substantivos,3,207,babysitter,baby-sitter,canguro,baby sitter,Kindermädchen,baby sitter
substantivos,1,208,flounce,babado,-,amoureux,-,ruche
substantivos,1,209,basin,alguidar,barreño,bassin,Becken,bacino
substantivos,2,209,bowl,bacia,jofaina,bol,Schale,scodella
substantivos,3,209,pelvis,tijela,lebrillo,cuvette,Bassin,palla
substantivos,1,210,bacillus,bacilo,bacilo,bacille,Bazillus,bacillo
substantivos,2,210,bacteria,-,-,Bacilli,Spaltpilz,genere di batteri
substantivos,1,211,baggage,bagagem,equipaje,colis,Bagage,bagaglio
substantivos,2,211,luggage,embrulho,equipajes,bagage,Frachtstück,bagagli
substantivos,3,211,parcel,Bagagens,maleta,bagages,Gepäckstück,baggagli
substantivos,1,212,ball,baile,baile,bal,Ball,ballo
substantivos,2,212,dance,dança,danza,danse,Tanz,danza
substantivos,3,212,party,-,-,danser,Tanzvergnügen,veglione
substantivos,1,213,ball,bala,bala,balle,Kugel,pallottola
substantivos,2,213,bullet,bola,pelota,bonbon,Ball,palla
substantivos,3,213,shot,projéctil,proyectil,boulet,Ballen,proiettile
substantivos,1,214,aerostat,aeróstato,globo,aérostat,Ballon,palloncino
substantivos,2,214,balloon,balão,alcoholímetro,ballon,Luftschiff,mongolfiera
substantivos,3,214,blimpt,bola,alcotest,globe,Ball,pallone
substantivos,1,215,bucket,balde,balde,seau,Eimer,secchia
substantivos,2,215,pail,caçamba,cubo,ben,Kübel,secchio
substantivos,3,215,bin,contentores,el cubo,boîte,Zuber,secchiello
substantivos,1,216,bank,banco,banco,banque,Bank,banca
substantivos,2,216,bench,bastidor,caballete,banc,Arbeitsbock,banche
substantivos,3,216,thwart,cavalete,mesa,établi,Gestell,banche di investimento
substantivos,1,217,flag,bandeira,bandera,drapeau,Flagge,bandiera
substantivos,2,217,banner,estandarte,bandera estandarte,étendard,Flagge Fahne,stendardo
substantivos,3,217,standard,lábaro,estandarte,banière,Banner,striscione
substantivos,1,218,bathroom,banheiro,cuarto de baño,salle de bains,Badezimmer,bagno
substantivos,2,218,toilet,casa de banho,baño,toilette,Klo,stanza da bagno
substantivos,3,218,bath,piscina,inodoro,toilettes,Klosett,toiletta
substantivos,1,219,bath,banho,baño,bain,Baden,bagno
substantivos,2,219,tub,ablução,ducha,baignoire,Bad,lavacro
substantivos,3,219,splash,banheira,baños,salle de bains,Dusche,abluzione
substantivos,1,220,cockroach,barata,cucaracha,blatte,Kakerlake,blatta
substantivos,2,220,inexpensive,barato,barata,cafard,Schabe,scarafaggio
substantivos,3,220,roach,blata,barato,cancrelat,billig,economica
substantivos,1,221,boat,barco,barca,barque,Boot,barca
substantivos,2,221,vessel,navio,bote,bateau,Schiff,battello
substantivos,3,221,boot,batel,lancha,vaisseau,Kahn,nave
substantivos,1,222,argil,argila,arcilla,argile,Lehm,argilla
substantivos,2,222,clay,barro,barro,borre,Ton,fango
substantivos,3,222,mud,greda,légamo,limon,Tonerde,belletta
substantivos,1,223,hut,barraca,cabaña,cabane,Hütte,tenda
substantivos,2,223,tent,cabana,choza,tente,Zelt,granaio
substantivos,3,223,booth,celeiro,campaña,kiosque,Scheune,baracca
substantivos,1,224,abdomen,barriga,barriga,ventre,Bauch,pancia
substantivos,2,224,belly,pança,panza,bedaine,Wade,epa
substantivos,3,224,stomach,abdômen,vientre,bide,Abdomen,ventre
substantivos,1,225,noise,barulho,ruido,bruit,Geräusch,chiasso
substantivos,2,225,scuffle,ruído,alboroto,chahut,Krach,rumore
substantivos,3,225,squabble,algazarra,sonido,tapage,Lärm,suono
substantivos,1,226,bat,bastão,bat,bâton,Keule,barra
substantivos,2,226,stick,bengala,bate,canne,Schläger,bastone
substantivos,3,226,bar,bordão,palo,batte,Stock,canna
substantivos,1,227,potato,batata,papa,pomme de terre,Kartoffel,patata
substantivos,2,227,spud,batatinha,patata,patate,Erdapfel,patata irlandese
substantivos,3,227,sweet potato,batata-doce,batata,patate douce,Knollenwinde,patate
substantivos,1,228,battery,bateria,batería,batterie,Artillerieeinheit,batteria
substantivos,2,228,cell,acumuladores,pila,pile,Batterie,elemento
substantivos,3,228,pile,baterias,acumulador,accumulateur,Akku,accumulatore
substantivos,1,229,babe,bebê,bebé,bébé,Baby,bebè
substantivos,2,229,baby,criancinha,crío,petit,Bébé,infante
substantivos,3,229,infant,nenê,nene,nourrisson,Säugling,bimbo
substantivos,1,230,kiss,beijo,beso,baiser,Kuß,bacio
substantivos,2,230,coss,ósculo,besito,bise,Kuss,baciano
substantivos,3,230,osculation,-,beso hombre-mujer,bisou,Küsse,bacio tra coppia
substantivos,1,231,beauty,beleza,belleza,beauté,Schönheit,bellezza
substantivos,2,231,babe,coisa bela,hermosura,appas,Schöne,bello
substantivos,3,231,prettiness,mulher bela,beldad,charme,etwas Schönes,estetica
substantivos,1,232,cane,bengala,bastón,canne,Spazierstock,bastone da passeggio
substantivos,2,232,stick,bastão,barra,bâton,Barre,barra
substantivos,3,232,bar,bordão,palo,bois pour manches,Stab,bastone
substantivos,1,233,bible,bíblia,biblia,Bible,Bibel,bibbia
substantivos,1,234,moustache,bigode,bigote,moustache,Schnurrbart,baffi
substantivos,2,234,mustache,bigodes,mostacho,Vibrisse,Knebelbart,baffo
substantivos,3,234,whisker,barba,vibrisa,d’un poil,Bart,mustacchio
substantivos,1,235,ticket,bilhete,boleto,billet,Eintrittskarte,biglietto
substantivos,2,235,bill,bónus,tique,ticket,Fahrkarte,contravvenzione
substantivos,3,235,coupon,bônus,bilete,coupon,Billett,multa
substantivos,1,236,ball,bola,bola,balle,Ball,pallone
substantivos,2,236,globe,bala,pelota,boule,Kugel,palla
substantivos,3,236,bullet,projéctil,bala,ballon,Ballen,sfera
substantivos,1,237,cookie,bolacha,galleta,biscuit,Keks,biscotto
substantivos,2,237,biscuit,Biscoitos,bizcocho,galette,Biskuit,biscuit
substantivos,3,237,cracker,biscoito,rosquilla,petit four,Gebäck,biscottino
substantivos,1,238,pouch,bolsa,bolsa,poche,Beutel,sacchetto
substantivos,2,238,purse,malote,cebador,bourse,Geldbeutel,borsa
substantivos,3,238,pocket,algibeira,petaca,portemonnaie,Geldbörse,borsellino
substantivos,1,239,button,botão,botón,badge,Knopf,bottone
substantivos,2,239,knob,elevador,control,bouton,Taste,pulsante
substantivos,3,239,bud,rebento,mando,bourgeon,Schaltfläche,cursore
substantivos,1,240,goat,bode,cabra,chèvre,Geiß,capra
substantivos,2,240,she-goat,cabra,chivo,grondin,Ziege,pesce capone
substantivos,3,240,gurnard,cabrinha,cabrío,trigle,Zicke,capre
substantivos,1,241,cactus,cacto,cactaceae,cactus,Kaktus,cactus
substantivos,2,241,tubercle,patadeespinhos,cacto,Cactaceae,Kaktee,cacto
substantivos,1,242,dog,cachorro,perro,chien,Hund,cane
substantivos,2,242,hound,cão,can,mâle,Rüde,cagna
substantivos,3,242,male dog,cachorra,cachorro,hûn,Hunde,Canis familiaris
substantivos,1,243,padlock,cadeado,candado,cadenas,Schloss,serratura
substantivos,2,243,lock,fechadura,cerradura,serrure,Vorhängeschloss,lucchetto
substantivos,3,243,lock with pen,Cadeado,broche,verrou,Vorhängeschloß,chiavistello
substantivos,1,244,coffee pot,cafeteira,cafetera,cafetière,Kaffeekanne,caffettiera
substantivos,2,244,coffeepot,garrafa térmica,máquina de café,thermos,Kaffeemaschine,termos
substantivos,3,244,percolator,-,termo,machine à café,Thermosflasche,thermos
substantivos,1,245,coffee,café,café,café,Kaffee,caffè
substantivos,2,245,café,Coffea,tinto,Coffea,Café,bar
substantivos,3,245,Java,Cafés,Coffea,caféier,kaffe,caffe
substantivos,1,246,case,caixa,caja,écrin,Kiste,cassetta
substantivos,2,246,box,arca,cajón,casse,Gehäuse,scatola
substantivos,3,246,snare drum,baú,estuche,boîte,Schriftkasten,rullante
substantivos,1,247,bat,cajado,cayado,houlette,Hirtenstab,pastorale
substantivos,2,247,staff,-,bastón,bâton,Krummstab,vincastro
substantivos,3,247,crook,-,báculo,canne,Krücke,asta
substantivos,1,248,trousers,calça,pantalones,pantalon,Hose,brache
substantivos,2,248,pants,calças,pantalón,caleçon,Hosen,pantaloni
substantivos,3,248,bloomers,gavetas,bragas,culotte,Beinkleid,calzone
substantivos,1,249,bed,cama,cama,lit,Bett,letto
substantivos,2,249,couch,leito,lecho,-,Lager,alveo
substantivos,3,249,bunk,Camas,catre,-,Bettstelle,giaciglio
substantivos,1,250,road,caminho,calle,route,Straßen,strada
substantivos,2,250,path,estrada,camino,sentier,Route,via
substantivos,3,250,way,via,ruta,chemin ’m’’,Straße,sentiero
substantivos,1,251,shirt,camisa,camisa,chemise,Bluse,camicia
substantivos,2,251,folder,camiseta,camiseta,chemisier,Hemd,blusa
substantivos,3,251,dress shirt,blusa,blusa,corsage,Hülle,camicetta
substantivos,1,252,field,campo,campo,champ,Feld,campo
substantivos,2,252,country,lavoura,terreno,campagne,Land,campagna
substantivos,3,252,pitch,terreno,esfera,terrain,Landschaft,ambito
substantivos,1,253,mug,caneca,jarro,mug,Becher,conchiglia
substantivos,2,253,cup,caneco,taza,bonnet,Cup,coppa
substantivos,3,253,cowbell,copa,cencerro,coupe,Pokal,tazza
substantivos,1,254,barrel,cano,cañón,tube,Rohr,condotto
substantivos,2,254,hit,canudo,tubo,tuyau,Röhre,cannuccia
substantivos,1,255,capybara,capivara,capibara,capibara,Capybara,Hydrochoerus hydrochaeris
substantivos,2,255,Hydrochoerus hydrochaeris,-,carpincho Paraguay,capybara,Wasserschwein,capibara
substantivos,3,255,capibara,-,hydrochoerus hydrochaeris,hydrochoerus hydrochaeris,-,capivara
substantivos,1,256,car,auto,máquina colloquial,voiture,Auto,auto
substantivos,2,256,wagon,automóvel,carro,charrette,Automobil,automobile
substantivos,3,256,waggon,carro,coche,automobile,Wagen,macchina
substantivos,1,257,meat,carne,carne,viande,Fleisch,carne
substantivos,2,257,flesh,vianda,carne fresca,chair,Frischfleisch,carne fresca
substantivos,3,257,beef,carne fresca,carne refrigerada,viande fraîche,Kühlfleisch,carne refrigerata
substantivos,1,258,closet,cartaz,armario,placard,Schrank,affisso
substantivos,2,258,cupboard,edital,empotrado,affiche,Plakat,cartellone
substantivos,3,258,locker,papeleta,afiche,avertisseur,Affiche,corno
substantivos,1,259,coat,casaco,abrigo,manteau,Mantel,mantello
substantivos,2,259,jacket,jaqueta,casaca,veston,Jacke,cappotto
substantivos,3,259,cloak,paletó,saco,veste,Männerrock,soprabito
substantivos,1,260,marriage,casamento,unión,mariage,Heirat,matrimonio
substantivos,2,260,wedding,matrimónio,boda,noces,Hochzeit,nozze
substantivos,3,260,matrimony,união,matrimonio,noce,Ehe,sposalizio
substantivos,1,261,castle,castelo,castillo,château,Burg,castello
substantivos,2,261,fort,palácio,chateau,château-fort,Festung,maniero
substantivos,3,261,chateau,-,palacio,château fort,Schloß,palazzo
substantivos,1,262,bark,casca,corteza,écorce,Rinde,corteccia
substantivos,2,262,shell,concha,concha,peau,Rinden,scorza
substantivos,3,262,hull,crosta,cáscara,carapace,Eierschale,buccia
substantivos,1,263,winch,catraca,molinete,tourniquet,Kettenrad,ruota dentata
substantivos,2,263,ratchet,Catraca,cabestrante,portillon d’accès,Drehkreuz,tornella
substantivos,3,263,turnstile,Roleta,torno,winch,Winde,argano
