Categoria,English,Portuguese,Spanish,French,German,Italian
verbos_infinitivos,lose,perder,perder,perdre,verlieren,perdere
verbos_infinitivos,allow,deixar,dejar,laisser,lassen,lasciare
verbos_infinitivos,plan,planejar,echar,projeter,entwerfen,gettare
verbos_infinitivos,plant,plantar,plantar,planter,pflanzen,piantare
verbos_infinitivos,study,estudar,estudiar,étudier,studieren,studiare
verbos_infinitivos,preserve,preservar,preservar,préserver,bewahren,preservare
verbos_infinitivos,attest,atestar,atestiguar,attester,Zeugnis ablegen,provare
verbos_infinitivos,publish,publicar,editar,éditer,herausgeben,annunciare
verbos_infinitivos,chastise,castigar,castigar,punir,ahnden,castigare
verbos_infinitivos,jump,pular,saltar,sauter,springen,saltare
verbos_infinitivos,break,partir,romper,se briser,kaputtgehen,rompere
verbos_infinitivos,roller-skate,patinar,resbalar,déraper,Schlittschuh laufen,derapare
verbos_infinitivos,chase,perseguir,obsesionar,obséder,Jagd,perseguire
verbos_infinitivos,blink,piscar,guiñar,cligner de l’œil,blinzeln,sbattere le palpebre
verbos_infinitivos,want,querer,desear,vouloir,wollen,volere
verbos_infinitivos,ask,encomendar,encargar,demander,bestellen,chiedere
verbos_infinitivos,laugh,rir,reír,rire,lachen,ridere
verbos_infinitivos,roll,girar,rodar,faire rouler,rollen,arrotolare
verbos_infinitivos,steal,roubar,robar,voler,stehlen,sottrarre
verbos_infinitivos,breathe,respirar,respirar,respirer,atmen,respirare
verbos_infinitivos,get,receber,recibir,recevoir,bekommen,ricevere
verbos_infinitivos,turn down,abaixar,rechazar,réfuser,sich weigern,rifiutare
verbos_infinitivos,abate,cortar,rechazar,abaisser,demütigen,abbassare
verbos_infinitivos,account,considerar,considerar,considérer,berücksichtigen,considerare
verbos_infinitivos,turn down,abaixar,rechazar,rejeter,ablehnen,respingere
verbos_infinitivos,remove,remover,quitar,enlever,entfernen,togliere
verbos_infinitivos,repeat,repetir,repetir,répéter,wiederholen,ripetere
verbos_infinitivos,square,resolver,resolver,resolve,auflösen,risolvere
verbos_infinitivos,withdraw,retirar,retirar,retirer,zurückziehen,ritirare
verbos_infinitivos,know,conhecer,saber,savoir,wissen,sapere
verbos_infinitivos,sense,sentir,lamentar,sentir,wahrnehmen,rammaricarsi
verbos_infinitivos,be,estar,estar,être,sein,essere
verbos_infinitivos,suffer,sofrer,sufrir,subir,leiden,soffrire
verbos_infinitivos,add,somar,adicionar,additionner,addieren,sommare
verbos_infinitivos,rise,subir,escalar,grimper,klettern,arrampicare
verbos_infinitivos,hold,conservar,sostener,conserver,halten,affermare
verbos_infinitivos,save,salvar,rescatar,sauver,retten,aiutare
verbos_infinitivos,meet,satisfazer,complacer,satisfaire,entsprechen,bastare
verbos_infinitivos,follow,seguir,seguir,suivre,folgen,seguire
verbos_infinitivos,select,selecionar,seleccionar,choisir,auswählen,scegliere
verbos_infinitivos,service,servir,servir,convenir,bedienen,servire
verbos_infinitivos,simplify,simplificar,simplificar,rationaliser,beschleunigen,semplificare
verbos_infinitivos,smile,sorrir,sonreír,sourire,lächeln,sorridere
verbos_infinitivos,abide,suportar,soportar,supporter,ausstehen,sopportare
verbos_infinitivos,amaze,assombrar,sorprender,étonner,überraschen,sorprendere
verbos_infinitivos,elevate,elevar,alzar,lever,aufheben,alzare
verbos_infinitivos,have,ter,tener,avoir,haben,avere
verbos_infinitivos,work,trabalhar,trabajar,bosser,arbeiten,lavorare
verbos_infinitivos,bring,trazer,traer,amener,bringen,portare
verbos_infinitivos,attempt,tentar,intentar,essayer,versuchen,cercare
verbos_infinitivos,touch,tocar,tocar,toucher,berühren,toccare
verbos_infinitivos,take,tomar,tomar,prendre,nehmen,prendere
verbos_infinitivos,transport,transportar,transportar,reporter,befördern,trasportare
verbos_infinitivos,treat,negociar,negociar,soigner,behandeln,curare
verbos_infinitivos,quake,tiritar,temblar,trembler,beben,tremare
verbos_infinitivos,change,mudar,permutar,remplacer,auswechseln,barattare
verbos_infinitivos,use,usar,llevar,porter,benutzen,usare
verbos_infinitivos,unite,unir,unir,unir,vereinen,unire
verbos_infinitivos,outdo,transpor,adelantar,dépasser,hinübergehen,superare
verbos_infinitivos,use,usar,usar,se servir de,benutzen,usare
verbos_infinitivos,bate,umedecer,hidratar,humidifier,anfeuchten,rendere umido
verbos_infinitivos,braid,entrançar,entrecruzar,tisser,flechten,tessere
verbos_infinitivos,see,ver,ver,voir,sehen,vedere
verbos_infinitivos,sell,vender,vender,promouvoir,verkaufen,promuovere
verbos_infinitivos,travel,viajar,viajar,voyager,reisen,viaggiare
verbos_infinitivos,live,viver,vivir,habiter,leben,vivere
verbos_infinitivos,flit,voar,volar,voler,fliegen,volare
verbos_infinitivos,be worth,ter valor de,tener valor,valoir,aufwiegen,valere
verbos_infinitivos,adjourn,adiar,aplazar,différer,abwechseln,cambiare
verbos_infinitivos,win,adquirir,ganar,gagner,besiegen,vincere
verbos_infinitivos,swear,xingar,jurar,blasphémer,schelten,bestemmiare
verbos_infinitivos,attend,cuidar,atender a,soigner,behandeln,curare
verbos_infinitivos,zoom,enfocar com zoom,enfocar con zoom,ronronner,vergrößern,far le fusa
verbos_infinitivos,survey,aferir,contrastar,étalonner,bewerten,-
verbos_infinitivos,display,alardear,desfilar,parader,Parade machen,-
verbos_infinitivos,repent,arrepender,arrepentir,repentir,bedauern,-
verbos_infinitivos,gestate,gestar,-,-,-,-
verbos_infinitivos,tax,tributar,tributar,impôt,besteuern,-
